chr	pos	w	Order
chr3	189560000	3|4	2
chr3	189800000	3	1
chr3	189960000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr3	190200000	3|4|5|18|19|20|21|22	8
chr3	190320000	8	1
chr3	190400000	3|4	2
chr3	190440000	5|9|10|15|16|17|21|23|24	9
chr3	190640000	3|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	34
chr3	190680000	4|5|6|7	4
chr3	190880000	3	1
chr3	191040000	3|4	2
chr3	191080000	21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	20
chr3	191120000	5|6|9|17|18|19|20	7
chr3	191240000	3|15|16|17	4
chr3	191360000	26	1
chr3	191400000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|27|28|29|30|31|32|33|34|35|36	33
chr3	192080000	7|8|9	3
chr3	192120000	5|6	2
chr3	192160000	3|4|14|15	4
chr3	192440000	3|4|5|6|7|8|16|17|19|20|21	11
chr3	192480000	9|10|11|12|13|14|15|18|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	27
chr3	192800000	3|4|5|6|7|8|9|32|33|34|35|36|37|38|39|40	16
chr3	193040000	3|4|5	3
chr3	193080000	6|7|8	3
chr3	193600000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr3	193760000	3	1
chr3	194120000	3|4|5	3
chr3	194160000	6|7|8|29	4
chr3	194320000	3|4|5|6|7	5
chr3	194400000	5|7|8|9|10|11|12|13|14|15	10
chr3	194440000	16|17|18|19|20|21|22	7
chr3	194640000	6|7|8|9|10|11|12|13|14|15|16|17|18|19|20	15
chr3	194680000	3|4|5	3
chr3	195000000	3|6	2
chr3	195120000	3|5|7|8	4
chr3	195280000	3|4	2
chr3	195480000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr3	195520000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr3	195760000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr3	195800000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr3	196000000	3|4	2
chr3	196240000	3|4|5|6|7|8|9|10	8
chr3	196520000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17	15
chr3	196720000	3	1
chr3	196960000	15	1
chr3	197000000	13|14	2
chr3	197040000	3|4|5|6|7|8|9|10|11|12	10
chr3	197600000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr3	197680000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr3	197880000	3	1
chr3	198080000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr3	198240000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr4	0	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr4	80000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr4	560000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr4	1800000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr4	2040000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr4	2080000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr4	2240000	3	1
chr4	2480000	3|4	2
chr4	2520000	5|6|7|8|9	5
chr4	2720000	3|4|5|7|8|9|10|11|12|14|15	11
chr4	2760000	13	1
chr4	2960000	3|4|5|6|7|8|9|10|11|12	10
chr4	3040000	4|6|7|8	4
chr4	3080000	3	1
chr4	3240000	3|4	2
chr4	3480000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr4	3760000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr4	4000000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr4	4120000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr4	4440000	7	1
chr4	4480000	3|4|5|6	4
chr4	4880000	3	1
chr4	4960000	9|10|11|14|15|16|17|18|19|20	10
chr4	5000000	3|4|5|6|7|8|12|13	8
chr4	5400000	3|4|5	3
chr4	5480000	5|6|7|8|9|10	6
chr4	5800000	3|4|5|6|7	5
chr4	5840000	8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|25|30|31|33	20
chr4	6000000	3|21|22|23	4
chr4	6240000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr4	6360000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|33|35|36|37|38|39|40	29
chr4	6560000	4|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|33|34|35|36|37|38|39	27
chr4	6640000	4|5|6|7|9|10|11|15|16|17|18|19|20|21|22|23|24|25|26|27|28|30|31|32|33|34|35|36|37|38|39|40	32
chr4	6680000	8	1
chr4	6720000	3	1
chr4	6880000	3|4|5|16|17|18|19|20|21|22|24|25|26|27|28|30|31|32|33|34|35|36|37|38|39|40	26
chr4	7080000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37	35
chr4	7320000	3|4|5|6|7|8	6
chr4	7760000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20	18
chr4	8000000	3|4|5	3
chr4	8160000	5|6	2
chr4	8200000	4|7|8|9	4
chr4	8240000	3	1
chr4	8440000	3	1
chr4	8600000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr4	9480000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr4	9680000	3|4	2
chr4	10200000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr4	10240000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr4	10400000	3	1
chr4	10560000	3|4|5|6|7	5
chr4	10920000	3	1
chr4	11400000	5|6|7|8|9	5
chr4	11440000	3|4|10|11|12|13|14|15	8
chr4	11760000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31	29
chr4	12000000	3|4	2
chr4	12640000	3	1
chr4	12680000	5	1
chr4	12720000	3|4|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	37
chr4	13240000	4|5|6	3
chr4	13600000	4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	37
chr4	13640000	3	1
chr4	13880000	3	1
chr4	13920000	5	1
chr4	14280000	3|4|5|6|7|8	6
chr4	14440000	3	1
chr4	14760000	3|4|5|6|7|8|9	7
chr4	15000000	3|4	2
chr4	15040000	5|6|7|8|9|10|11|12|13|14|15|16|17|18|21	15
chr4	15200000	5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|36	30
chr4	15240000	3|4|34|35|37|38|39|40	8
chr4	15480000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr4	15640000	3|8	2
chr4	15680000	4|5|7|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	35
chr4	15800000	7|8|21|25|26	5
chr4	16000000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr4	16240000	31	1
chr4	16280000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|32|33|34|35|36|37|38|39|40	37
chr4	16440000	10	1
chr4	16520000	4|5	2
chr4	16880000	8|9	2
chr4	16920000	3|4|5|6|7	5
chr4	17120000	3|4	2
chr4	17320000	3|4	2
chr4	17480000	3|4|5|6|7|8|9|10|11|13|14|15|16|17|27	15
chr4	17520000	12|18|19|20|21|22|23|24|25|26|28|29|30|31|32|33|34|35|36|37|38|39|40	23
chr4	17800000	3|4|8|9|10|11|12|13|14|15|16|23|32	13
chr4	17840000	5|6|7	3
chr4	18360000	3|4|5	3
chr4	18640000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr4	19200000	4|5|6|7|8|9|10|11|12	9
chr4	19240000	3|13	2
chr4	19840000	5	1
chr4	20240000	3|4	2
chr4	20280000	5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|21	16
chr4	20400000	3|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	29
chr4	20720000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr4	21120000	3|4|7|8	4
chr4	21160000	5|6|9|10|38|39|40	7
chr4	21480000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	36
chr4	21520000	18|19	2
chr4	21760000	12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	29
chr4	21800000	3|4|5|6|7|8|9|10|11	9
chr4	22120000	3|4|5|6	4
chr4	22400000	3|4|5|6|7|8|9|10|11|12|13|14|15|37|38|39|40	17
chr4	22720000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|20|21|22|24|25	21
chr4	22760000	19|23|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	17
chr4	22840000	6	1
chr4	22880000	4|5	2
chr4	22920000	3	1
chr4	23120000	3	1
chr4	23160000	4|5	2
chr4	23360000	3|4	2
chr4	23640000	3|4	2
chr4	23720000	3|4|5|6|7|8|16|17|18	9
chr4	23760000	9|10|11|12|13|14|15|19|26|27	10
chr4	23800000	25	1
chr4	23840000	20|24	2
chr4	23880000	21|22|23	3
chr4	24480000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr4	24800000	3|4	2
chr4	24960000	3	1
chr4	25160000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|40	34
chr4	25400000	5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	36
chr4	25440000	3|4	2
chr4	25800000	3|4|5|6|7|8|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	36
chr4	25920000	8|9|10|11	4
chr4	25960000	3	1
chr4	26320000	3|4|5	3
chr4	26440000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	33
chr4	26720000	3|4|5|6	4
chr4	27000000	3	1
chr4	27040000	4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	37
chr4	27360000	3|4|5|6	4
chr4	27680000	3|4|5|6|7|8|9|10|11|12|13|14|15	13
chr4	27840000	9|10|16|18	4
chr4	27880000	3|4|5	3
chr4	28200000	3|4|5|6|7|8|9|10|11	9
chr4	28680000	5	1
chr4	29080000	3|4|5|6|7	5
chr4	30280000	5	1
chr4	30320000	6|7|8	3
chr4	30400000	17|22|25|31	4
chr4	30680000	25|26|27	3
chr4	30720000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24	22
chr4	31040000	3|4|5|6|7|8	6
chr4	31360000	3|4|5|6|7|8	6
chr4	31800000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr4	31840000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr4	32400000	7|8|9	3
chr4	32440000	6	1
chr4	32800000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr4	32840000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr4	33080000	4	1
chr4	33200000	6|7	2
chr4	33640000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19	17
chr4	34280000	4	1
chr4	34320000	6|7|8	3
chr4	34760000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr4	34840000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr4	35400000	4|5	2
chr4	35440000	3	1
chr4	35920000	3|4|5|6|7	5
chr4	35960000	8|9|12|13|14|15|16	7
chr4	36160000	3	1
chr4	36200000	4|5|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33	27
chr4	36400000	3|4|5|6|7|8|9	7
chr4	36840000	5|6|7|8|9	5
chr4	36880000	10	1
chr4	36920000	11	1
chr4	37400000	3|4|5|6|7|8|9|10|11|12|13|14|15	13
chr4	37440000	16|17|18|19|20|21|22|23|24|25|26|27|29|30|31|32|33|34|35|36|37|38|39|40	24
chr4	37560000	7|8|9|10|11|12|13	7
chr4	37600000	3|4|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	29
chr4	37800000	3|4|5|6|7|8|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37	31
chr4	37840000	9|10|38|39|40	5
chr4	38040000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr4	38160000	7|8	2
chr4	38320000	3|4|5|6|7	5
chr4	38680000	3|4|5	3
chr4	38720000	6|7|8|9|10	5
chr4	38760000	11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	30
chr4	38880000	3|4|5|6|7|8|9|10|11|12|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	37
chr4	39160000	3|4|5	3
chr4	39200000	6|14|15|16|17|18|19|20|21|22	10
chr4	39240000	7|25|31|32|36|37|38|39	8
chr4	39280000	8	1
chr4	39440000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr4	39640000	3|7|8|20|23|24|25|26|27	9
chr4	39720000	4|5	2
chr4	39760000	6	1
chr4	39840000	7	1
chr4	40000000	6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	35
chr4	40040000	3|4|5	3
chr4	40320000	3|4|5|6|7|8|15|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	25
chr4	40560000	3|4	2
chr4	40720000	3|4	2
chr4	40880000	9|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	23
chr4	40920000	3|4|5|6|7|8|10|11|12|13|14|15|16|17|18	15
chr4	41240000	3|4|5|6|7|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	37
chr4	41280000	8	1
chr4	41680000	3|4|5|6|7|8|9|10|11|31|32|33|34|35|36|37|38|39|40	19
chr4	41920000	3|4	2
chr4	41960000	6|9|11|12|13|14|19|20|21|22|23|24	12
chr4	42000000	25|30|32|33|34|35|39|40	8
chr4	42040000	31	1
chr4	42080000	3|4|5|6|7|8|9|10|14|15|16|17|18|19|26|27|28|29|30	19
chr4	42280000	3|4	2
chr4	42560000	3|4|5|6|7|8|9|10|28|29|30|31|32|33|34|35|36|37|38|39|40	21
chr4	42960000	4|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	27
chr4	43000000	3|5|6|7|8|9|10|11|12|13|14	11
chr4	43520000	3|4|5	3
chr4	43760000	3|4|5|6|7|8|9|10|11|12|13|14|15|16	14
chr4	44240000	3|4	2
chr4	44440000	3|4|5	3
chr4	44680000	3|4|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	37
chr4	44720000	5	1
chr4	44920000	3|4	2
chr4	45440000	3|4|5|6|7|8|9|10|11|12	10
chr4	45480000	13|14|15	3
chr4	45760000	3|4	2
chr4	46280000	7|8|9|10|11|12|13|14|15	9
chr4	46320000	3|4|5|6|16|17|18|19|20|21|22|23|24|25|26|27|28|29	18
chr4	46680000	3|4|5|6|7|17|18	7
chr4	46720000	8|9|15|16	4
chr4	46760000	13|14	2
chr4	46800000	10|11|18|19|20|21|22|23|24|25|26	11
chr4	46840000	12|27|28|29|30|31|32|33|34|35|36|37|38|39|40	15
chr4	46920000	4	1
chr4	47120000	3|4	2
chr4	47440000	3|4|5	3
chr4	47480000	20	1
chr4	47600000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37	35
chr4	47840000	3	1
chr4	47920000	4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28	25
chr4	48120000	4	1
chr4	48160000	3|5|6|7|11|14|20|24	8
chr4	48280000	3|4|5|6|8|9|12|13|14|15|16|17|18	13
chr4	48440000	3|9|10|11|12|13	6
chr4	48520000	7|8|9|10	4
chr4	48560000	3|4|5|6	4
chr4	48840000	3	1
chr4	49160000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr4	51840000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr4	52040000	3	1
chr4	52200000	3|4|5|6|7|8	6
chr4	52400000	3	1
chr4	52560000	3|4|5|7|8	5
chr4	52720000	3|4	2
chr4	53000000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24	22
chr4	53160000	22	1
chr4	53200000	3|4	2
chr4	53400000	3|4|7	3
chr4	53440000	5|6|8|9|10	5
chr4	53680000	4	1
chr4	53880000	8|9	2
chr4	53920000	3|4|5|6|7|10|11|12|20|21|22|23	12
chr4	54240000	3|4|5|6|7|8|9|10|11|14	10
chr4	54280000	12|13|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32	20
chr4	54480000	3	1
chr4	54680000	3|4|5|6|7	5
chr4	54960000	3|4|5|6|7|8|9|10|11|12|13|14|15	13
chr4	55320000	3|4|5	3
chr4	55600000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr4	55640000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr4	55880000	3|4|5	3
chr4	56400000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18	16
chr4	56840000	3	1
chr4	56960000	3|4|5|6|7|8|9|10	8
chr4	57000000	11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33	23
chr4	57160000	3|4|5|6	4
chr4	57400000	25|26|34|38	4
chr4	57440000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24	22
chr4	58480000	4	1
chr4	58880000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr4	58920000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr4	59080000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr4	59120000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr4	60200000	3|4|5|6|7	5
chr4	60240000	8|9|10|11|12|13|14|15|16|17|18|19|20	13
chr4	60480000	3|4|5|6|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33	24
chr4	60800000	3|4|5|6|8|9|10|11	8
chr4	60840000	7	1
chr4	61200000	3|4|5|6	4
chr4	61520000	3|4|5|6	4
chr4	61600000	7|8|10	3
chr4	61720000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18	16
chr4	62600000	3|4	2
chr4	62720000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29	27
chr4	63240000	3|4|5|6|7	5
chr4	63280000	8|9|10|11|12|13|14	7
chr4	63520000	3|4|5	3
chr4	63720000	3|4	2
chr4	63920000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr4	63960000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr4	64160000	3|4	2
chr4	64600000	3|4|5	3
chr4	64840000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr4	64880000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr4	65320000	3	1
chr4	65880000	3|4|5	3
chr4	66160000	3|4|5|11|12	5
chr4	66200000	6|7|8	3
chr4	66680000	3|4	2
chr4	66720000	5|6|7|8|9|10|14|15	8
chr4	66760000	11|12|13	3
chr4	67400000	3	1
chr4	67440000	4|5|6|7|8|9|10|12|13	9
chr4	67480000	11|14|15|16|17|18|19|20|21|22	10
chr4	67520000	3|23|24	3
chr4	67680000	3|4|5|6|7|8|9	7
chr4	67880000	3	1
chr4	67920000	4|5	2
chr4	68200000	3	1
chr4	68240000	4|5	2
chr4	68520000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr4	68640000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr4	69160000	3|4	2
chr4	69200000	5|6|7|8|9|10|11|12	8
chr4	69240000	13|14	2
chr4	69280000	15	1
chr4	69640000	4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24	21
chr4	69680000	3	1
chr4	69880000	3|4|5|6|7|8|9|10|11|12|13|14|15|16	14
chr4	70200000	3|4|5|6|7	5
chr4	70600000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr4	70840000	3|4	2
chr4	71000000	3|6|32|33|34	5
chr4	71040000	4|5|7|8|9|10|11|12	8
chr4	71240000	3|4	2
chr4	71560000	3|4	2
chr4	71720000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|26	22
chr4	72280000	3|4|5|6|7|8|9|10|11|12|16|17|18|19	14
chr4	72320000	13|14|15|20|21	5
chr4	72480000	3|6|7|8|9|10|11|12|13|14|15|16|17|18|19|33|34|35|36|37|38|39|40	23
chr4	72520000	4|5	2
chr4	72720000	4	1
chr4	73040000	3|4|5|6|7|8|9|10	8
chr4	73080000	11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	30
chr4	73280000	4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|22	17
chr4	73320000	3	1
chr4	73560000	10|11|12|17|18|25|27|28|29|30|35|36|37|39|40	15
chr4	73640000	5|6|7|9|11|12	6
chr4	73680000	3|4|8	3
chr4	73880000	3|4|5	3
chr4	74160000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr4	74320000	3|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	35
chr4	74360000	4	1
